feature,importance,std,family
mfcc_d2_18_mean,0.0,0.0,mfcc
mfcc_d1_18_std,0.0,0.0,mfcc
mfcc_d1_18_mean,0.0,0.0,mfcc
mfcc_d2_17_std,0.0,0.0,mfcc
mfcc_d2_17_mean,0.0,0.0,mfcc
spectral_rolloff85_median,0.0,0.0,spectral
mfcc_d1_16_std,0.0,0.0,mfcc
chroma_11_std,0.0,0.0,chroma
mfcc_d2_15_std,0.0,0.0,mfcc
mfcc_16_mean,0.0,0.0,mfcc
mfcc_d1_15_mean,0.0,0.0,mfcc
mfcc_d2_14_std,0.0,0.0,mfcc
mfcc_d2_14_mean,0.0,0.0,mfcc
mfcc_d1_14_std,0.0,0.0,mfcc
mfcc_d1_14_mean,0.0,0.0,mfcc
mfcc_d1_19_mean,0.0,0.0,mfcc
mfcc_d1_19_std,0.0,0.0,mfcc
mfcc_d2_19_std,0.0,0.0,mfcc
chroma_00_mean,0.0,0.0,chroma
chroma_11_mean,0.0,0.0,chroma
spectral_rolloff85_std,0.0,0.0,spectral
chroma_10_mean,0.0,0.0,chroma
spectral_rolloff85_min,0.0,0.0,spectral
chroma_08_mean,0.0,0.0,chroma
chroma_07_std,0.0,0.0,chroma
chroma_07_mean,0.0,0.0,chroma
chroma_06_std,0.0,0.0,chroma
chroma_05_mean,0.0,0.0,chroma
chroma_04_std,0.0,0.0,chroma
chroma_04_mean,0.0,0.0,chroma
chroma_03_std,0.0,0.0,chroma
spectral_rolloff85_max,0.0,0.0,spectral
chroma_02_std,0.0,0.0,chroma
chroma_00_std,0.0,0.0,chroma
spectral_flatness_max,0.0,0.0,spectral
mfcc_17_max,0.0,0.0,mfcc
mfcc_15_kurt,0.0,0.000987090711415294,mfcc
mfcc_04_min,0.0,0.0,mfcc
mfcc_03_kurt,0.0,0.0,mfcc
spectral_rms_max,0.0,0.0,spectral
spectral_rms_median,0.0,0.0,spectral
mfcc_03_max,0.0,0.0,mfcc
mfcc_02_skew,0.0,0.0,mfcc
mfcc_02_iqr,0.0,0.0,mfcc
mfcc_02_median,0.0,0.0,mfcc
spectral_rms_skew,0.0,0.0,spectral
spectral_rms_kurt,0.0,0.0,spectral
spectral_flux_mean,0.0,0.0,spectral
mfcc_02_mean,0.0,0.0,mfcc
mfcc_01_kurt,0.0,0.0,mfcc
mfcc_01_skew,0.0,0.0,mfcc
mfcc_01_iqr,0.0,0.0,mfcc
mfcc_01_median,0.0,0.0,mfcc
spectral_rms_min,0.0,0.0,spectral
mfcc_04_median,0.0,0.0,mfcc
mfcc_07_min,0.0,0.0,mfcc
mfcc_04_kurt,0.0,0.0,mfcc
mfcc_07_mean,0.0,0.0,mfcc
mfcc_06_kurt,0.0,0.0,mfcc
mfcc_06_skew,0.0,0.0,mfcc
mfcc_06_iqr,0.0,0.0,mfcc
mfcc_06_median,0.0,0.0,mfcc
mfcc_06_max,0.0,0.0,mfcc
mfcc_06_min,0.0,0.0,mfcc
mfcc_06_std,0.0,0.0,mfcc
mfcc_06_mean,0.0,0.0,mfcc
mfcc_05_kurt,0.0,0.0,mfcc
mfcc_05_skew,0.0,0.0,mfcc
mfcc_05_iqr,0.0,0.0,mfcc
mfcc_05_median,0.0,0.0,mfcc
mfcc_05_max,0.0,0.0,mfcc
spectral_rms_std,0.0,0.0,spectral
mfcc_01_max,0.0,0.0,mfcc
mfcc_01_min,0.0,0.0,mfcc
mfcc_01_mean,0.0,0.0,mfcc
mfcc_00_kurt,0.0,0.0,mfcc
spectral_hf_ratio_4000_mean,0.0,0.0,spectral
spectral_band_6000_8000_std,0.0,0.0,spectral
spectral_band_5000_6000_mean,0.0,0.0,spectral
spectral_band_4000_5000_std,0.0,0.0,spectral
spectral_band_4000_5000_mean,0.0,0.0,spectral
spectral_band_3000_4000_std,0.0,0.0,spectral
spectral_entropy_mean,0.0,0.0,spectral
spectral_entropy_min,0.0,0.0,spectral
spectral_band_1000_2000_std,0.0,0.0,spectral
spectral_band_500_1000_std,0.0,0.0005952380952380931,spectral
spectral_entropy_iqr,0.0,0.0,spectral
spectral_slope_kurt,0.0,0.0,spectral
spectral_slope_skew,0.0,0.0,spectral
spectral_slope_max,0.0,0.0,spectral
spectral_slope_min,0.0,0.0,spectral
spectral_hf_ratio_6000_mean,0.0,0.0,spectral
spectral_hf_ratio_6000_std,0.0,0.0,spectral
spectral_contrast_0_mean,0.0,0.0,spectral
spectral_contrast_5_mean,0.0,0.0,spectral
spectral_flux_max,0.0,0.0,spectral
mfcc_00_median,0.0,0.0,mfcc
mfcc_00_max,0.0,0.0,mfcc
mfcc_00_min,0.0,0.0,mfcc
spectral_flux_skew,0.0,0.0,spectral
spectral_contrast_6_mean,0.0,0.0,spectral
spectral_contrast_4_std,0.0,0.0,spectral
spectral_contrast_0_std,0.0,0.0,spectral
spectral_contrast_4_mean,0.0,0.0,spectral
spectral_contrast_3_std,0.0,0.0,spectral
spectral_contrast_3_mean,0.0,0.0,spectral
spectral_contrast_2_std,0.0,0.0,spectral
spectral_contrast_2_mean,0.0,0.0,spectral
spectral_flux_kurt,0.0,0.0,spectral
spectral_rms_mean,0.0,0.0,spectral
mfcc_05_mean,0.0,0.0,mfcc
mfcc_07_max,0.0,0.0,mfcc
mfcc_10_min,0.0,0.0,mfcc
mfcc_10_skew,0.0,0.0,mfcc
spectral_flatness_skew,0.0,0.0,spectral
mfcc_11_mean,0.0,0.0,mfcc
mfcc_11_min,0.0,0.0,mfcc
mfcc_11_max,0.0,0.0,mfcc
mfcc_11_iqr,0.0,0.0,mfcc
mfcc_11_skew,0.0,0.0,mfcc
