feature,importance,kind,family
mfcc_d1_01_mean,0.001594459405168891,impurity/gain,mfcc
mfcc_d2_08_std,0.0015936923446133733,impurity/gain,mfcc
mfcc_17_max,0.0015936412382870913,impurity/gain,mfcc
mfcc_01_iqr,0.00159263436216861,impurity/gain,mfcc
spectral_flatness_iqr,0.001589963329024613,impurity/gain,spectral
mfcc_d1_06_mean,0.001584114390425384,impurity/gain,mfcc
spectral_rolloff85_skew,0.0015821725828573108,impurity/gain,spectral
mfcc_03_kurt,0.0015806033043190837,impurity/gain,mfcc
spectral_band_5000_6000_mean,0.0015802596462890506,impurity/gain,spectral
mfcc_d1_13_std,0.0015794795472174883,impurity/gain,mfcc
mfcc_03_median,0.0015732947504147887,impurity/gain,mfcc
mfcc_d1_15_std,0.0015722587704658508,impurity/gain,mfcc
mfcc_05_max,0.001564609818160534,impurity/gain,mfcc
prosody_shimmer_apq3,0.001563579891808331,impurity/gain,prosody
mfcc_d2_16_std,0.0015614234143868089,impurity/gain,mfcc
chroma_08_mean,0.001560055185109377,impurity/gain,chroma
mfcc_d1_19_std,0.001559947500936687,impurity/gain,mfcc
mfcc_18_mean,0.0015562472399324179,impurity/gain,mfcc
chroma_06_mean,0.0015514044789597392,impurity/gain,chroma
mfcc_08_kurt,0.0015483236638829112,impurity/gain,mfcc
mfcc_10_skew,0.001547661959193647,impurity/gain,mfcc
mfcc_d2_02_mean,0.0015467957127839327,impurity/gain,mfcc
prosody_f5_mean,0.0015454532112926245,impurity/gain,prosody
mfcc_d1_18_mean,0.0015445621684193611,impurity/gain,mfcc
mfcc_12_mean,0.0015444968594238162,impurity/gain,mfcc
mfcc_08_std,0.001537651289254427,impurity/gain,mfcc
mfcc_11_iqr,0.0015355718787759542,impurity/gain,mfcc
mfcc_d1_07_mean,0.0015333412447944283,impurity/gain,mfcc
spectral_zcr_kurt,0.0015328634763136506,impurity/gain,spectral
prosody_shimmer_apq5,0.0015267923008650541,impurity/gain,prosody
chroma_00_mean,0.0015253672609105706,impurity/gain,chroma
mfcc_11_skew,0.00151950609870255,impurity/gain,mfcc
mfcc_14_iqr,0.0015179445035755634,impurity/gain,mfcc
spectral_rolloff85_kurt,0.0015136579750105739,impurity/gain,spectral
spectral_rms_max,0.0015123954508453608,impurity/gain,spectral
mfcc_19_kurt,0.0015069849323481321,impurity/gain,mfcc
prosody_hnr_std,0.00150615768507123,impurity/gain,prosody
mfcc_17_kurt,0.0015005801105871797,impurity/gain,mfcc
mfcc_12_iqr,0.0014962024288251996,impurity/gain,mfcc
mfcc_d2_06_mean,0.0014922787668183446,impurity/gain,mfcc
prosody_shimmer_dda,0.0014882852556183934,impurity/gain,prosody
mfcc_06_kurt,0.001481507671996951,impurity/gain,mfcc
mfcc_14_kurt,0.001479810569435358,impurity/gain,mfcc
chroma_09_mean,0.0014774008886888623,impurity/gain,chroma
mfcc_18_iqr,0.0014710084069520235,impurity/gain,mfcc
mfcc_d1_16_std,0.0014693841803818941,impurity/gain,mfcc
spectral_bandwidth_median,0.0014615098480135202,impurity/gain,spectral
mfcc_17_median,0.0014554397203028202,impurity/gain,mfcc
mfcc_07_skew,0.001454898389056325,impurity/gain,mfcc
mfcc_10_max,0.0014536926755681634,impurity/gain,mfcc
mfcc_d2_07_mean,0.0014488177839666605,impurity/gain,mfcc
mfcc_07_max,0.0014451064635068178,impurity/gain,mfcc
mfcc_10_kurt,0.0014412644086405635,impurity/gain,mfcc
mfcc_11_kurt,0.0014403017703443766,impurity/gain,mfcc
mfcc_15_min,0.0014321717899292707,impurity/gain,mfcc
mfcc_18_skew,0.0014321499038487673,impurity/gain,mfcc
mfcc_d1_17_mean,0.0014259482268244028,impurity/gain,mfcc
mfcc_05_kurt,0.001425522961653769,impurity/gain,mfcc
mfcc_01_std,0.0014216841664165258,impurity/gain,mfcc
mfcc_d2_16_mean,0.0014211585512384772,impurity/gain,mfcc
mfcc_d1_03_mean,0.0014196072006598115,impurity/gain,mfcc
mfcc_d2_09_mean,0.001413102145306766,impurity/gain,mfcc
spectral_band_6000_8000_std,0.0014111482305452228,impurity/gain,spectral
spectral_bandwidth_min,0.0014074970968067646,impurity/gain,spectral
spectral_flatness_kurt,0.001406253082677722,impurity/gain,spectral
mfcc_d1_12_std,0.0014054481871426105,impurity/gain,mfcc
chroma_10_mean,0.0013984404504299164,impurity/gain,chroma
mfcc_12_kurt,0.001397946965880692,impurity/gain,mfcc
spectral_rms_skew,0.0013936584582552314,impurity/gain,spectral
mfcc_16_iqr,0.0013906509848311543,impurity/gain,mfcc
mfcc_d2_17_mean,0.0013898365432396531,impurity/gain,mfcc
mfcc_d1_11_mean,0.0013891082489863038,impurity/gain,mfcc
mfcc_d2_15_std,0.0013881345512345433,impurity/gain,mfcc
mfcc_13_max,0.0013879314064979553,impurity/gain,mfcc
mfcc_d1_12_mean,0.0013851160183548927,impurity/gain,mfcc
mfcc_17_iqr,0.0013796644052490592,impurity/gain,mfcc
mfcc_d1_14_std,0.001378597691655159,impurity/gain,mfcc
prosody_f2_median,0.0013784578768536448,impurity/gain,prosody
mfcc_d2_01_mean,0.0013755859108641744,impurity/gain,mfcc
mfcc_15_mean,0.0013748116325587034,impurity/gain,mfcc
mfcc_15_skew,0.001370942802168429,impurity/gain,mfcc
mfcc_14_min,0.001370833721011877,impurity/gain,mfcc
mfcc_d1_19_mean,0.001367818913422525,impurity/gain,mfcc
mfcc_d2_00_mean,0.001365736359730363,impurity/gain,mfcc
spectral_rolloff85_min,0.001365510281175375,impurity/gain,spectral
spectral_rolloff85_std,0.0013644491555169225,impurity/gain,spectral
mfcc_14_median,0.0013589771697297692,impurity/gain,mfcc
mfcc_16_mean,0.0013582902029156685,impurity/gain,mfcc
mfcc_19_iqr,0.0013582276878878474,impurity/gain,mfcc
mfcc_17_mean,0.0013569858856499195,impurity/gain,mfcc
prosody_f1_mean,0.0013521155342459679,impurity/gain,prosody
mfcc_13_std,0.0013510665157809854,impurity/gain,mfcc
mfcc_14_skew,0.0013425527140498161,impurity/gain,mfcc
mfcc_16_skew,0.001332858926616609,impurity/gain,mfcc
mfcc_d2_19_mean,0.0013290749629959464,impurity/gain,mfcc
mfcc_d1_15_mean,0.0013207992305979133,impurity/gain,mfcc
mfcc_14_max,0.0013191610341891646,impurity/gain,mfcc
mfcc_19_skew,0.001312709180638194,impurity/gain,mfcc
mfcc_d2_05_mean,0.0013111778534948826,impurity/gain,mfcc
spectral_band_5000_6000_std,0.0013069432461634278,impurity/gain,spectral
mfcc_d1_13_mean,0.0013037222670391202,impurity/gain,mfcc
mfcc_d2_11_mean,0.0012995393481105566,impurity/gain,mfcc
spectral_rolloff85_max,0.0012788425665348768,impurity/gain,spectral
mfcc_d1_08_mean,0.0012784659629687667,impurity/gain,mfcc
mfcc_d2_15_mean,0.0012704897671937943,impurity/gain,mfcc
mfcc_d2_10_mean,0.0012628097319975495,impurity/gain,mfcc
mfcc_d2_18_std,0.0012573107378557324,impurity/gain,mfcc
spectral_rms_kurt,0.0012572098057717085,impurity/gain,spectral
mfcc_04_kurt,0.0012554781278595328,impurity/gain,mfcc
mfcc_d2_13_mean,0.0012502629542723298,impurity/gain,mfcc
prosody_f2_mean,0.0012461704900488257,impurity/gain,prosody
mfcc_15_kurt,0.0012442439328879118,impurity/gain,mfcc
mfcc_d2_11_std,0.0012438043486326933,impurity/gain,mfcc
spectral_contrast_3_std,0.0012381419073790312,impurity/gain,spectral
mfcc_d2_08_mean,0.0012377361999824643,impurity/gain,mfcc
chroma_02_std,0.0012286995770409703,impurity/gain,chroma
mfcc_d2_18_mean,0.0012257433263584971,impurity/gain,mfcc
spectral_flux_kurt,0.0012206962564960122,impurity/gain,spectral
spectral_flux_max,0.0012031391961500049,impurity/gain,spectral
spectral_contrast_3_mean,0.00119389733299613,impurity/gain,spectral
mfcc_18_kurt,0.0011914237402379513,impurity/gain,mfcc
mfcc_15_max,0.0011906579602509737,impurity/gain,mfcc
mfcc_13_kurt,0.0011762207141146064,impurity/gain,mfcc
spectral_contrast_6_std,0.0011748867109417915,impurity/gain,spectral
mfcc_17_skew,0.0011682527838274837,impurity/gain,mfcc
mfcc_d2_14_mean,0.0011671987595036626,impurity/gain,mfcc
mfcc_d2_13_std,0.0011628579813987017,impurity/gain,mfcc
chroma_05_std,0.0011443891562521458,impurity/gain,chroma
chroma_01_mean,0.0011378052877262235,impurity/gain,chroma
spectral_zcr_skew,0.0011353977024555206,impurity/gain,spectral
mfcc_d1_09_mean,0.0011322831269353628,impurity/gain,mfcc
mfcc_09_kurt,0.0011287828674539924,impurity/gain,mfcc
spectral_hf_ratio_6000_mean,0.0011208568466827273,impurity/gain,spectral
mfcc_d1_14_mean,0.0010935633908957243,impurity/gain,mfcc
spectral_hf_ratio_4000_std,0.0010922838700935245,impurity/gain,spectral
chroma_07_std,0.0010469278786331415,impurity/gain,chroma
mfcc_13_iqr,0.0010325363837182522,impurity/gain,mfcc
