pair,rho_used,p_used,rho_all,n_used,top25_overlap
bootstrap,-0.20768148031805198,0.00025415442552111675,0.1254185065402195,306,11
bootstrap,-0.27921497063122397,5.613690659996572e-07,0.08232316262802326,311,10
bootstrap,-0.3045798918728744,6.340195279393294e-08,0.08695128067181009,303,8
bootstrap,-0.24982131258646026,6.510103365635998e-06,0.055015167005489085,318,10
bootstrap,-0.24205485415759684,1.5899367863656696e-05,0.11391696467612294,311,5
bootstrap,-0.2519864905054427,7.5765791164863854e-06,0.13428219039592806,308,6
bootstrap,-0.19593390084262297,0.0006168490860238304,0.16962563791413415,302,7
bootstrap,-0.22149925388315955,7.341037507961223e-05,0.10986677880946641,315,5
bootstrap,-0.2163743007388978,0.00010304096116521257,0.10670895427601274,317,7
bootstrap,-0.15059446489464115,0.008432097993317057,0.17812787287314677,305,8
bootstrap,-0.17366365967994465,0.0022232441802690064,0.16625403893731722,308,10
bootstrap,-0.23529587444110084,3.120143354737222e-05,0.13514445728508367,307,6
bootstrap,-0.1200075089694524,0.03497774030986634,0.20433967626968852,309,8
bootstrap,-0.19444990893358796,0.0006255977293435967,0.15407388483139825,306,9
